Paper,DOI/ISSN,Year of observation,Year experiment start,Treatment 1,Treatment 2,Treatment 3,Treatment 4,Treatment 5,Treatment 6,Treatment 7,Trt.combo,Method/Site,Units,Data type,Value,Depth
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Brachiaria,NA,NA,NA,NA,NA,NA,Brachiaria,NA,cm/3h,IR,491,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Centrosema,NA,NA,NA,NA,NA,NA,Centrosema,NA,cm/3h,IR,232,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Control,NA,NA,NA,NA,NA,NA,Control,NA,cm/3h,IR,121,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Glycine,NA,NA,NA,NA,NA,NA,Glycine,NA,cm/3h,IR,414,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Melinis,NA,NA,NA,NA,NA,NA,Melinis,NA,cm/3h,IR,291,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Panicum,NA,NA,NA,NA,NA,NA,Panicum,NA,cm/3h,IR,332,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Pueraria,NA,NA,NA,NA,NA,NA,Pueraria,NA,cm/3h,IR,281,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Setaria,NA,NA,NA,NA,NA,NA,Setaria,NA,cm/3h,IR,302,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Stylosanthes,NA,NA,NA,NA,NA,NA,Stylosanthes,NA,cm/3h,IR,393,NA
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Brachiaria,NA,NA,NA,NA,NA,NA,Brachiaria,NA,%,OC,1.2,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Brachiaria,NA,NA,NA,NA,NA,NA,Brachiaria,NA,%,OC,0.6,10_20
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Centrosema,NA,NA,NA,NA,NA,NA,Centrosema,NA,%,OC,1.2,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Centrosema,NA,NA,NA,NA,NA,NA,Centrosema,NA,%,OC,0.35,10_20
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Control,NA,NA,NA,NA,NA,NA,Control,NA,%,OC,1.05,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Control,NA,NA,NA,NA,NA,NA,Control,NA,%,OC,0.3,10_20
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Glycine,NA,NA,NA,NA,NA,NA,Glycine,NA,%,OC,2.1,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Glycine,NA,NA,NA,NA,NA,NA,Glycine,NA,%,OC,1.2,10_20
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Melinis,NA,NA,NA,NA,NA,NA,Melinis,NA,%,OC,1.75,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Melinis,NA,NA,NA,NA,NA,NA,Melinis,NA,%,OC,0.8,10_20
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Panicum,NA,NA,NA,NA,NA,NA,Panicum,NA,%,OC,1.04,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Panicum,NA,NA,NA,NA,NA,NA,Panicum,NA,%,OC,0.7,10_20
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Pueraria,NA,NA,NA,NA,NA,NA,Pueraria,NA,%,OC,1.1,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Pueraria,NA,NA,NA,NA,NA,NA,Pueraria,NA,%,OC,0.75,10_20
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Setaria,NA,NA,NA,NA,NA,NA,Setaria,NA,%,OC,0.8,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Setaria,NA,NA,NA,NA,NA,NA,Setaria,NA,%,OC,0.55,10_20
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Stylosanthes,NA,NA,NA,NA,NA,NA,Stylosanthes,NA,%,OC,1.2,0_10
Lal et al. 1978,10.1016/0378-4290(78)90008-4,1974,1972,Stylosanthes,NA,NA,NA,NA,NA,NA,Stylosanthes,NA,%,OC,0.4,10_20
Liebig et al 2004,10.1016/j.still.2004.02.002,2001,1984,Spring wheat - fallow,Conventional tillage,NA,NA,NA,NA,NA,"Spring wheat - fallow, Conventional tillage",1984 site,Mg/m^3,BD,1.19,0_7.5
Liebig et al 2004,10.1016/j.still.2004.02.002,2001,1984,Spring wheat - winter wheat - sunflower,No till,NA,NA,NA,NA,NA,"Spring wheat - winter wheat - sunflower, No till",1984 site,Mg/m^3,BD,1.13,0_7.5
Liebig et al 2004,10.1016/j.still.2004.02.002,2001,1984,Spring wheat - fallow,Conventional tillage,NA,NA,NA,NA,NA,"Spring wheat - fallow, Conventional tillage",1984 site,cm/h,IR,20.3,0_7.5
Liebig et al 2004,10.1016/j.still.2004.02.002,2001,1984,Spring wheat - winter wheat - sunflower,No till,NA,NA,NA,NA,NA,"Spring wheat - winter wheat - sunflower, No till",1984 site,cm/h,IR,75.9,0_7.5
Liebig et al 2004,10.1016/j.still.2004.02.002,2001,1984,Spring wheat - fallow,Conventional tillage,NA,NA,NA,NA,NA,"Spring wheat - fallow, Conventional tillage",1984 site,Mg/ha,OC,16.42,0_7.5
Liebig et al 2004,10.1016/j.still.2004.02.002,2001,1984,Spring wheat - winter wheat - sunflower,No till,NA,NA,NA,NA,NA,"Spring wheat - winter wheat - sunflower, No till",1984 site,Mg/ha,OC,23.7,0_7.5
Liebig et al 2004,10.1016/j.still.2004.02.002,2001,1984,Spring wheat - fallow,Conventional tillage,NA,NA,NA,NA,NA,"Spring wheat - fallow, Conventional tillage",1984 site,%,Wet aggregate stability,13.9,0_7.5
Liebig et al 2004,10.1016/j.still.2004.02.002,2001,1984,Spring wheat - winter wheat - sunflower,No till,NA,NA,NA,NA,NA,"Spring wheat - winter wheat - sunflower, No till",1984 site,%,Wet aggregate stability,47.3,0_7.5
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,7.7,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,8.2,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,7.8,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,8.8,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,8.7,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,7.8,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,7.4,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,8.4,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,7.8,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,8.1,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,8.4,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,8.1,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,7.8,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,8.5,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2001,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,7.5,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,9.2,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,9.3,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,9.1,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,12.4,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,10.3,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,8.9,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,9.3,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,9.4,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,8.6,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,11.3,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,9.5,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,8.9,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,9.3,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,9.8,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2002,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,8.8,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,11.7,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,9.2,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,8.5,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,15.4,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,10.2,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,8.8,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,11.9,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,9.8,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,8.4,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,13.8,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,9.5,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,8.6,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,12.2,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,9.9,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2003,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,8.6,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,13,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,10.9,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,7.8,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,17.1,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,11.4,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,8.6,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,18,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,10.7,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,8,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,19.2,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,11.2,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,7.7,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,12.9,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,10.8,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2004,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,8.6,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,mm/h,IR,17.6,NA
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,mm/h,IR,86.6,NA
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,mm/h,IR,36.7,NA
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,16.1,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,9.9,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,7.9,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,20.2,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,11.5,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,8.3,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,18.2,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,10.8,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,7.9,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,20.7,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,10.5,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,7.9,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,15.6,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,10.9,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2005,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,8.1,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,mm/h,IR,33.1,NA
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,mm/h,IR,87.1,NA
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,mm/h,IR,45.1,NA
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,mm/h,IR,85.9,NA
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,mm/h,IR,49.3,NA
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,15.2,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,10.6,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,g/kg,OC,7.9,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,19.1,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,12.5,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,g/kg,OC,8.2,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,19,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,12.1,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,g/kg,OC,8.3,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,19.5,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,11,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,g/kg,OC,7.8,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,16,0_2
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,12.4,2_5
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,g/kg,OC,8.4,5_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No till,NA,NA,NA,NA,NA,NA,No till,NA,Mg/m3,BD,1.26,0_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Minimum till,NA,NA,NA,NA,NA,NA,Minimum till,NA,Mg/m3,BD,1.23,0_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,No cover,NA,NA,NA,NA,NA,NA,No cover,NA,Mg/m3,BD,1.23,0_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Clover,NA,NA,NA,NA,NA,NA,Clover,NA,Mg/m3,BD,1.24,0_15
Locke et al 2013,10.2136/sssaj2012.0325,2006,2000,Rye,NA,NA,NA,NA,NA,NA,Rye,NA,Mg/m3,BD,1.26,0_15
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Chickpea,NA,NA,NA,NA,NA,NA,Chickpea,NA,cm/h,IR,16.2,NA
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Fallow,NA,NA,NA,NA,NA,NA,Fallow,NA,cm/h,IR,14.4,NA
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Lentil,NA,NA,NA,NA,NA,NA,Lentil,NA,cm/h,IR,18.5,NA
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Medic,NA,NA,NA,NA,NA,NA,Medic,NA,cm/h,IR,21.8,NA
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Vetch,NA,NA,NA,NA,NA,NA,Vetch,NA,cm/h,IR,19.3,NA
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Watermelon,NA,NA,NA,NA,NA,NA,Watermelon,NA,cm/h,IR,15.1,NA
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Wheat,NA,NA,NA,NA,NA,NA,Wheat,NA,cm/h,IR,13.9,NA
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Chickpea,NA,NA,NA,NA,NA,NA,Chickpea,NA,g/kg,OM,11.7,0_20
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Fallow,NA,NA,NA,NA,NA,NA,Fallow,NA,g/kg,OM,11.4,0_20
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Lentil,NA,NA,NA,NA,NA,NA,Lentil,NA,g/kg,OM,12,0_20
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Medic,NA,NA,NA,NA,NA,NA,Medic,NA,g/kg,OM,13.8,0_20
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Vetch,NA,NA,NA,NA,NA,NA,Vetch,NA,g/kg,OM,11.5,0_20
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Watermelon,NA,NA,NA,NA,NA,NA,Watermelon,NA,g/kg,OM,11,0_20
Masri and Ryan 2006,10.1016/j.still.2005.03.003,1995,1983,Wheat,NA,NA,NA,NA,NA,NA,Wheat,NA,g/kg,OM,10.9,0_20
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Coastal Plain,mm/h,IR,NA,NA
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Limestone Valley,mm/h,IR,NA,NA
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Fallow,NA,NA,NA,NA,NA,NA,Fallow,Coastal Plain,mm/h,IR,37.8,NA
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Fallow,NA,NA,NA,NA,NA,NA,Fallow,Limestone Valley,mm/h,IR,23.4,NA
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Hairy Vetch,NA,NA,NA,NA,NA,NA,Hairy Vetch,Coastal Plain,mm/h,IR,58.4,NA
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Hairy Vetch,NA,NA,NA,NA,NA,NA,Hairy Vetch,Limestone Valley,mm/h,IR,38.8,NA
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Wheat,NA,NA,NA,NA,NA,NA,Wheat,Coastal Plain,mm/h,IR,42.3,NA
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Wheat,NA,NA,NA,NA,NA,NA,Wheat,Limestone Valley,mm/h,IR,NA,NA
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Coastal Plain,g/kg,OC,10.6,0_5
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Coastal Plain,g/kg,OC,7.7,5_10
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Coastal Plain,g/kg,OC,7.1,10_20
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Coastal Plain,g/kg,OC,4.1,20_30
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Limestone Valley,g/kg,OC,12.8,0_5
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Limestone Valley,g/kg,OC,10.3,5_10
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Limestone Valley,g/kg,OC,10.1,10_20
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Crimson Clover,NA,NA,NA,NA,NA,NA,Crimson Clover,Limestone Valley,g/kg,OC,5.7,20_30
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Fallow,NA,NA,NA,NA,NA,NA,Fallow,Coastal Plain,g/kg,OC,8.5,0_5
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Fallow,NA,NA,NA,NA,NA,NA,Fallow,Coastal Plain,g/kg,OC,7.2,5_10
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Fallow,NA,NA,NA,NA,NA,NA,Fallow,Coastal Plain,g/kg,OC,6.8,10_20
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Fallow,NA,NA,NA,NA,NA,NA,Fallow,Coastal Plain,g/kg,OC,4,20_30
McVay et al. 1989,10.2136/sssaj1989.03615995005300060040x,1988,1985,Fallow,NA,NA,NA,NA,NA,NA,Fallow,Limestone Valley,g/kg,OC,10.1,0_5
