limspedon_id,State,County_FIPS,County Name,latitude degrees,latitude minutes,latitude seconds,latitude direction,longitude degrees,longitude minutes,longitude seconds,longitude direction,latitude decimal_degrees,longitude decimal_degrees,horizontal datum,Classification Type: SSL,SSL_taxon_name,SSL_taxon_kind,SSL_taxonomic_classification_name,Classification Type: Field,field_taxon_name,field_taxon_kind,field_taxonomic_classification_name,Classification Type: Sampled As,sampledas_taxon_name,sampled_taxon_kind,sampledas_taxonomic_classification_name,Classification Type: Correlated As,correlatedas_taxon_name,correlatedas_taxon_kind,correlatedas_taxonomic_classification_name
21093,ND,ND061,Mountrail,,,,,,,,,,,,,,,,,,,,,,,,,,,
20360,SD,SD135,Yankton,,,,,,,,,,,,,,,,,,,,,,,,,,,
36455,SD,SD081,Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,
14890,MO,MO101,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
23928,KS,KS109,Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,
23931,KS,KS165,Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,
29902,NE,NE047,Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,
20397,SD,SD117,Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,
29698,MO,MO197,Schuyler,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,NE,NE131,Otoe,,,,,,,,,,,,,,,,,,,,,,,,,,,
24669,NE,NE031,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,
29684,MO,MO113,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
15824,NE,NE015,Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,ND,ND089,Stark,,,,,,,,,,,,SSL,Belfield,taxadjunct,"Fine, mixed, active, frigid Typic Natrustoll",,,,,sampled as,BELFIELD,taxadjunct,"Fine, smectitic, active, frigid Glossic Natrustoll",,,,
7120,NE,NE153,Sarpy,,,,,,,,,,,,,,,,,,,,sampled as,Gibbon,series,,,,,
22255,MO,MO079,Grundy,,,,,,,,,,,,,,,,,,,,,,,,,,,
23451,NE,NE173,Thurston,,,,,,,,,,,,,,,,,,,,,,,,,,,
21290,SD,SD051,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
14818,NE,NE159,Seward,,,,,,,,,,,,,,,,,,,,,,,,,,,
15861,NE,NE167,Stanton,,,,,,,,,,,,,,,,,,,,,,,,,,,
9686,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
9779,MO,MO225,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,
36588,NE,NE031,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,
10548,NE,NE155,Saunders,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608,SD,SD103,Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,
14826,NE,NE067,Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,
34858,NE,NE125,Nance,,,,,,,,,,,,,,,,,,,,,,,,,,,
22792,MO,MO193,Ste. Genevieve,,,,,,,,,,,,,,,,,,,,,,,,,,,
29457,MO,MO007,Audrain,,,,,,,,,,,,,,,,,,,,,,,,,,,
29850,KS,KS027,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,
23481,MO,MO021,Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,
24765,KS,KS099,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,,
21659,ND,ND045,LaMoure,,,,,,,,,,,,,,,,,,,,,,,,,,,
22432,ND,ND069,Pierce,,,,,,,,,,,,,,,,,,,,,,,,,,,
21466,SD,SD067,Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
20049,SD,SD031,Corson,,,,,,,,,,,,,,,,,,,,,,,,,,,
24896,KS,KS085,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
14898,KS,KS099,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,,
21693,ND,ND025,Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,NE,NE131,Otoe,,,,,,,,,,,,,,,,,,,,,,,,,,,
14034,MN,MN133,Rock,,,,,,,,,,,,,,,,,,,,sampled as,Primghar,series,"Fine-silty, mixed, superactive, mesic Pachic Haplustoll",,,,
24733,KS,KS179,Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,
20386,SD,SD059,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,
21705,ND,ND103,Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,
10521,NE,NE155,Saunders,,,,,,,,,,,,,,,,,,,,,,,,,,,
23317,MO,MO171,Putnam,,,,,,,,,,,,,,,,,,,,,,,,,,,
21459,ND,ND039,Griggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
21961,NE,NE107,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
24769,NE,NE121,Merrick,,,,,,,,,,,,,,,,,,,,,,,,,,,
19883,KS,KS079,Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,
9783,MO,MO059,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,
37547,NE,NE107,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
9785,MO,MO059,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,
20349,ND,ND097,Traill,,,,,,,,,,,,,,,,,,,,,,,,,,,
24893,NE,NE029,Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,
23526,MN,MN051,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
27505,NE,NE119,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,
21714,NE,NE013,Box Butte,,,,,,,,,,,,,,,,,,,,,,,,,,,
11374,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
30231,NE,NE109,Lancaster,,,,,,,,,,,,,,,,,,,,,,,,,,,
21958,SD,SD045,Edmunds,,,,,,,,,,,,,,,,,,,,,,,,,,,
16558,ND,ND009,Bottineau,,,,,,,,,,,,,,,,,,,,,,,,,,,
27507,NE,NE139,Pierce,,,,,,,,,,,,,,,,,,,,,,,,,,,
12445,ND,ND007,Billings,,,,,,,,,,,,,,,,,,,,,,,,,,,
13466,ND,ND017,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
14811,KS,KS087,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
27583,MO,MO103,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
34868,NE,NE159,Seward,,,,,,,,,,,,,,,,,,,,,,,,,,,
37438,NE,NE115,Loup,,,,,,,,,,,,,,,,,,,,,,,,,,,
23304,MO,MO103,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
36762,MN,MN099,Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,
9674,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
35663,ND,ND093,Stutsman,,,,,,,,,,,,,,,,,,,,,,,,,,,
35883,MO,MO137,Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,
32103,NE,NE031,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,
21986,NE,NE107,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
23534,MO,MO041,Chariton,,,,,,,,,,,,,,,,,,,,,,,,,,,
28074,MO,MO121,Macon,,,,,,,,,,,,,,,,,,,,,,,,,,,
21708,ND,ND069,Pierce,,,,,,,,,,,,,,,,,,,,,,,,,,,
30226,NE,NE125,Nance,,,,,,,,,,,,,,,,,,,,,,,,,,,
23873,KS,KS055,Finney,,,,,,,,,,,,,,,,,,,,,,,,,,,
23885,KS,KS145,Pawnee,,,,,,,,,,,,,,,,,,,,,,,,,,,
31800,KS,KS057,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,
12449,ND,ND007,Billings,,,,,,,,,,,,,,,,,,,,,,,,,,,
21706,ND,ND045,LaMoure,,,,,,,,,,,,,,,,,,,,,,,,,,,
19812,KS,KS205,Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,
24701,KS,KS083,Hodgeman,,,,,,,,,,,,,,,,,,,,,,,,,,,
28934,MO,MO089,Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,
20393,ND,ND039,Griggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
12447,ND,ND007,Billings,,,,,,,,,,,,,,,,,,,,,,,,,,,
11387,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
19816,MO,MO037,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
19905,SD,SD103,Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,
29179,MO,MO101,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
28335,MO,MO169,Pulaski,,,,,,,,,,,,,,,,,,,,,,,,,,,
29655,MN,MN095,Mille Lacs,,,,,,,,,,,,,,,,,,,,,,,,,,,
9681,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
36132,MN,MN163,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,
23535,NE,NE027,Cedar,,,,,,,,,,,,,,,,,,,,,,,,,,,
22037,ND,ND015,Burleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,
23457,MN,MN011,Big Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,
20056,ND,ND079,Rolette,,,,,,,,,,,,,,,,,,,,,,,,,,,
34862,NE,NE159,Seward,,,,,,,,,,,,,,,,,,,,,,,,,,,
23643,SD,SD051,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
23500,MN,MN117,Pipestone,,,,,,,,,,,,,,,,,,,,,,,,,,,
14204,KS,KS029,Cloud,,,,,,,,,,,,,,,,,,,,sampled as,Stuphen,series,"Fine, smectitic, mesic Pachic Udertic Argiustoll",,,,
30116,MO,MO217,Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,
29024,MO,MO113,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,
12446,ND,ND007,Billings,,,,,,,,,,,,,,,,,,,,,,,,,,,
29657,MN,MN065,Kanabec,,,,,,,,,,,,,,,,,,,,,,,,,,,
25870,MN,MN011,Big Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,
24735,KS,KS153,Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,
21983,SD,SD119,Sully,,,,,,,,,,,,,,,,,,,,,,,,,,,
14891,MO,MO037,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
26307,MO,MO147,Nodaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
20319,SD,SD073,Jerauld,,,,,,,,,,,,,,,,,,,,,,,,,,,
21645,SD,SD059,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,
13429,ND,ND035,Grand Forks,,,,,,,,,,,,,,,,,,,,sampled as,Bearden,series,"Fine-silty, mixed, superactive, frigid Aeric Calciaquoll",,,,
9773,MO,MO225,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,
9777,MO,MO225,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,NE,NE131,Otoe,,,,,,,,,,,,,,,,,,,,,,,,,,,
34825,MN,MN099,Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,
35771,ND,ND079,Rolette,,,,,,,,,,,,,,,,,,,,,,,,,,,
29524,MO,MO221,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,NE,NE131,Otoe,,,,,,,,,,,,,,,,,,,,,,,,,,,
28453,MO,MO027,Callaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
20158,SD,SD089,McPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,
19722,KS,KS133,Neosho,,,,,,,,,,,,,,,,,,,,,,,,,,,
15796,KS,KS093,Kearny,,,,,,,,,,,,,,,,,,,,,,,,,,,
14637,SD,SD089,McPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,
15613,ND,ND073,Ransom,,,,,,,,,,,,,,,,,,,,,,,,,,,
19713,NE,NE105,Kimball,,,,,,,,,,,,,,,,,,,,,,,,,,,
19814,MO,MO037,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
11362,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
24049,MO,MO003,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,NE,NE143,Polk,,,,,,,,,,,,,,,,,,,,sampled as,Holder,series,"Fine-silty, mixed, superactive, mesic Udic Argiustoll",,,,
29418,SD,SD109,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
30223,KS,KS197,Wabaunsee,,,,,,,,,,,,,,,,,,,,,,,,,,,
28908,MO,MO163,Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,
9772,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
37439,NE,NE071,Garfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
37539,NE,NE107,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
34864,NE,NE159,Seward,,,,,,,,,,,,,,,,,,,,,,,,,,,
29913,NE,NE149,Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,
21159,ND,ND077,Richland,,,,,,,,,,,,,,,,,,,,,,,,,,,
23299,MN,MN137,St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,NE,NE143,Polk,,,,,,,,,,,,,,,,,,,,sampled as,Holder,series,"Fine-silty, mixed, superactive, mesic Udic Argiustoll",,,,
14797,NE,NE155,Saunders,,,,,,,,,,,,,,,,,,,,,,,,,,,
29905,KS,KS095,Kingman,,,,,,,,,,,,,,,,,,,,,,,,,,,
24661,KS,KS185,Stafford,,,,,,,,,,,,,,,,,,,,,,,,,,,
14126,SD,SD099,Minnehaha,,,,,,,,,,,,,,,,,,,,sampled as,Crofton,series,"Fine-silty, mixed, superactive, calcareous, mesic Udic Ustorthent",,,,
19923,KS,KS059,Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,
21757,SD,SD065,Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,
11381,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
23497,MN,MN103,Nicollet,,,,,,,,,,,,,,,,,,,,,,,,,,,
19720,KS,KS149,Pottawatomie,,,,,,,,,,,,,,,,,,,,,,,,,,,
25861,NE,NE003,Antelope,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
16137,SD,SD005,Beadle,,,,,,,,,,,,,,,,,,,,,,,,,,,
13461,ND,ND017,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
19924,NE,NE157,Scotts Bluff,,,,,,,,,,,,,,,,,,,,,,,,,,,
23310,NE,NE107,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
24897,KS,KS017,Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,
21760,NE,NE031,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587,NE,NE107,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
14800,NE,NE143,Polk,,,,,,,,,,,,,,,,,,,,,,,,,,,
16556,ND,ND075,Renville,,,,,,,,,,,,,,,,,,,,,,,,,,,
36589,NE,NE045,Dawes,,,,,,,,,,,,,,,,,,,,,,,,,,,
20154,SD,SD065,Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,
34758,MN,MN129,Renville,,,,,,,,,,,,,,,,,,,,sampled as,Okoboji,series,"Fine, smectitic, mesic Cumulic Vertic Endoaquoll",,,,
8950,NE,NE131,Otoe,,,,,,,,,,,,,,,,,,,,,,,,,,,
21703,ND,ND105,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
25269,KS,KS025,Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,
23512,SD,SD109,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
34867,NE,NE159,Seward,,,,,,,,,,,,,,,,,,,,,,,,,,,
20352,SD,SD129,Walworth,,,,,,,,,,,,,,,,,,,,,,,,,,,
9778,MO,MO225,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,
21718,SD,SD107,Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,
23072,MN,MN011,Big Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,
35353,SD,SD093,Meade,,,,,,,,,,,,,,,,,,,,,,,,,,,
24900,MN,MN079,Le Sueur,,,,,,,,,,,,,,,,,,,,,,,,,,,
24906,MN,MN085,McLeod,,,,,,,,,,,,,,,,,,,,,,,,,,,
22400,SD,SD019,Butte,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403,SD,SD063,Harding,,,,,,,,,,,,,,,,,,,,,,,,,,,
20163,SD,SD111,Sanborn,,,,,,,,,,,,,,,,,,,,,,,,,,,
16559,ND,ND013,Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,NE,NE143,Polk,,,,,,,,,,,,,,,,,,,,sampled as,Holder,series,"Fine-silty, mixed, superactive, mesic Udic Argiustoll",,,,
34855,NE,NE119,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,
21756,SD,SD043,Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,
26065,KS,KS033,Comanche,,,,,,,,,,,,,,,,,,,,,,,,,,,
11382,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
11375,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
34753,MN,MN129,Renville,,,,,,,,,,,,,,,,,,,,sampled as,Crooksford,series,"Fine-silty, mixed, superactive, mesic Oxyaquic Hapludoll",,,,
23527,MO,MO001,Adair,,,,,,,,,,,,,,,,,,,,,,,,,,,
20398,NE,NE045,Dawes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,MO,MO167,Polk,,,,,,,,,,,,,,,,,,,,,,,,,,,
9770,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
37542,NE,NE107,Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,
23309,NE,NE011,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,
29696,MO,MO205,Shelby,,,,,,,,,,,,,,,,,,,,,,,,,,,
21992,ND,ND105,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160,ND,ND051,McIntosh,,,,,,,,,,,,,,,,,,,,,,,,,,,
24734,KS,KS053,Ellsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,
20165,SD,SD069,Hyde,,,,,,,,,,,,,,,,,,,,,,,,,,,
21976,SD,SD059,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,
21978,NE,NE089,Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,
36280,KS,KS043,Doniphan,,,,,,,,,,,,,,,,,,,,,,,,,,,
21161,ND,ND029,Emmons,,,,,,,,,,,,,,,,,,,,,,,,,,,
15614,ND,ND093,Stutsman,,,,,,,,,,,,,,,,,,,,,,,,,,,
24776,MO,MO159,Pettis,,,,,,,,,,,,,,,,,,,,,,,,,,,
23641,MN,MN101,Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774,MO,MO225,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,
11384,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
11378,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
34856,NE,NE119,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,
23491,MN,MN015,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
29318,MO,MO089,Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
36461,MN,MN061,Itasca,,,,,,,,,,,,,,,,,,,,,,,,,,,
15556,SD,SD049,Faulk,,,,,,,,,,,,,,,,,,,,,,,,,,,
23624,MN,MN131,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
36178,MN,MN007,Beltrami,,,,,,,,,,,,,,,,,,,,,,,,,,,
20394,ND,ND093,Stutsman,,,,,,,,,,,,,,,,,,,,,,,,,,,
29514,MN,MN087,Mahnomen,,,,,,,,,,,,,,,,,,,,,,,,,,,
15615,ND,ND083,Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,
34863,NE,NE159,Seward,,,,,,,,,,,,,,,,,,,,,,,,,,,
21984,SD,SD093,Meade,,,,,,,,,,,,,,,,,,,,,,,,,,,
31696,KS,KS093,Kearny,,,,,,,,,,,,,,,,,,,,,,,,,,,
33455,ND,ND021,Dickey,,,,,,,,,,,,,,,,,,,,,,,,,,,
22116,SD,SD103,Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,
11377,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
11372,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
11383,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
21653,ND,ND101,Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,
15754,ND,ND069,Pierce,,,,,,,,,,,,,,,,,,,,,,,,,,,
21724,NE,NE013,Box Butte,,,,,,,,,,,,,,,,,,,,,,,,,,,
26004,MO,MO069,Dunklin,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,NE,NE143,Polk,,,,,,,,,,,,,,,,,,,,sampled as,Holder,series,"Fine-silty, mixed, superactive, mesic Udic Argiustoll",,,,
29021,MO,MO007,Audrain,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,NE,NE153,Sarpy,,,,,,,,,,,,,,,,,,,,sampled as,Inavale,series,,,,,
12444,ND,ND007,Billings,,,,,,,,,,,,,,,,,,,,,,,,,,,
23943,NE,NE061,Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,
29422,SD,SD109,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
36668,KS,KS043,Doniphan,,,,,,,,,,,,,,,,,,,,,,,,,,,
11386,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
23017,MN,MN137,St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,
27262,MO,MO019,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,
21979,SD,SD019,Butte,,,,,,,,,,,,,,,,,,,,,,,,,,,
19841,SD,SD013,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
30133,KS,KS207,Woodson,,,,,,,,,,,,,,,,,,,,,,,,,,,
9671,MO,MO105,Laclede,,,,,,,,,,,,,,,,,,,,,,,,,,,
11385,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
21959,SD,SD041,Dewey,,,,,,,,,,,,,,,,,,,,,,,,,,,
29840,KS,KS097,Kiowa,,,,,,,,,,,,,,,,,,,,,,,,,,,
21697,ND,ND027,Eddy,,,,,,,,,,,,,,,,,,,,,,,,,,,
21698,SD,SD103,Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,
15468,SD,SD005,Beadle,,,,,,,,,,,,,,,,,,,,,,,,,,,
15349,MN,MN017,Carlton,,,,,,,,,,,,,,,,,,,,,,,,,,,
33418,ND,ND021,Dickey,,,,,,,,,,,,,,,,,,,,,,,,,,,
20299,SD,SD097,Miner,,,,,,,,,,,,,,,,,,,,,,,,,,,
21755,ND,ND033,Golden Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,
26315,SD,SD109,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
23322,MN,MN135,Roseau,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
15756,NE,NE185,York,,,,,,,,,,,,,,,,,,,,,,,,,,,
12440,ND,ND007,Billings,,,,,,,,,,,,,,,,,,,,,,,,,,,
34713,MN,MN099,Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,
29303,MO,MO135,Moniteau,,,,,,,,,,,,,,,,,,,,,,,,,,,
14817,NE,NE121,Merrick,,,,,,,,,,,,,,,,,,,,,,,,,,,
20383,SD,SD119,Sully,,,,,,,,,,,,,,,,,,,,,,,,,,,
25189,MO,MO155,Pemiscot,,,,,,,,,,,,,,,,,,,,,,,,,,,
22022,ND,ND055,McLean,,,,,,,,,,,,,,,,,,,,,,,,,,,
19753,MO,MO109,Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,
28317,MO,MO009,Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,
21649,ND,ND073,Ransom,,,,,,,,,,,,,,,,,,,,,,,,,,,
20345,NE,NE089,Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,
12685,SD,SD031,Corson,,,,,,,,,,,,,,,,,,,,sampled as,Reeder,series,"Fine-loamy, mixed, superactive, frigid Typic Argiustoll",,,,
6739,NE,NE053,Dodge,,,,,,,,,,,,,,,,,,,,sampled as,Cass,series,,,,,
22187,MO,MO155,Pemiscot,,,,,,,,,,,,,,,,,,,,,,,,,,,
35529,SD,SD005,Beadle,,,,,,,,,,,,,,,,,,,,,,,,,,,
21158,NE,NE165,Sioux,,,,,,,,,,,,,,,,,,,,,,,,,,,
19764,MO,MO029,Camden,,,,,,,,,,,,,,,,,,,,,,,,,,,
29151,MO,MO161,Phelps,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472,ND,ND017,Cass,,,,,,,,,,,,,,,,,,,,sampled as,Enloe,series,"Fine, smectitic, frigid Argiaquic Argialboll",,,,
3488,NE,NE131,Otoe,,,,,,,,,,,,,,,,,,,,,,,,,,,
30225,NE,NE069,Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,
11356,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
19906,ND,ND061,Mountrail,,,,,,,,,,,,,,,,,,,,,,,,,,,
20314,SD,SD063,Harding,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,KS,KS111,Lyon,,,,,,,,,,,,,,,,,,,,,,,,,,,
20378,SD,SD075,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
14803,NE,NE137,Phelps,,,,,,,,,,,,,,,,,,,,,,,,,,,
29817,KS,KS003,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
12273,ND,ND035,Grand Forks,,,,,,,,,,,,,,,,,,,,,,,,,,,
37500,NE,NE047,Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,
20341,ND,ND015,Burleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,
23874,MO,MO217,Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,
35960,MO,MO205,Shelby,,,,,,,,,,,,,,,,,,,,,,,,,,,
11376,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
33404,ND,ND017,Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,
29900,KS,KS117,Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,
15304,ND,ND013,Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358,ND,ND099,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
25971,MO,MO009,Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,
15753,ND,ND007,Billings,,,,,,,,,,,,,,,,,,,,,,,,,,,
37498,NE,NE047,Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,
35696,MO,MO027,Callaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
23934,KS,KS057,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,
33469,ND,ND021,Dickey,,,,,,,,,,,,,,,,,,,,,,,,,,,
