limspedon_id,State,County_FIPS,County Name,latitude degrees,latitude minutes,latitude seconds,latitude direction,longitude degrees,longitude minutes,longitude seconds,longitude direction,latitude decimal_degrees,longitude decimal_degrees,horizontal datum,Classification Type: SSL,SSL_taxon_name,SSL_taxon_kind,SSL_taxonomic_classification_name,Classification Type: Field,field_taxon_name,field_taxon_kind,field_taxonomic_classification_name,Classification Type: Sampled As,sampledas_taxon_name,sampled_taxon_kind,sampledas_taxonomic_classification_name,Classification Type: Correlated As,correlatedas_taxon_name,correlatedas_taxon_kind,correlatedas_taxonomic_classification_name
3,MI,MI131,Ontonagon,46,42,2,north,89,49,38,west,,,NAD27,SSL,Gogebic,series,"Loamy-skeletal, isotic, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Gogebic,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Fragiorthod",,,,
4,MI,MI131,Ontonagon,46,41,45.55,north,89,49,41.7,west,,,NAD27,SSL,Gogebic,series,"Coarse-loamy, isotic, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Gogebic,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Fragiorthod",,,,
5,MI,MI131,Ontonagon,46,41,12,north,89,51,29,west,,,NAD27,SSL,Porkies,series,"Coarse-loamy, isotic, frigid Oxyaquic Fragiorthod",,,,,sampled as,Porkies,series,"Loamy-skeletal, mixed, frigid Alfic Oxyaquic Fragiorthod",,,,
6,MI,MI131,Ontonagon,46,41,14,north,89,49,12,west,,,NAD27,SSL,SND,,"Coarse-loamy, isotic, frigid Typic Haplorthod",,,,,sampled as,SND,,"Coarse-loamy, mixed, frigid Alfic Haplorthod",,,,
7,MI,MI131,Ontonagon,46,41,29,north,89,48,55,west,,,NAD27,SSL,SND,,"Coarse-loamy, mixed, superactive, frigid Typic Haplorthod",,,,,sampled as,SND,,"Coarse-loamy, mixed, frigid Alfic Oxyaquic Haplorthod",,,,
8,MI,MI131,Ontonagon,46,59,9.42,north,88,58,1.29,west,,,NAD27,SSL,Flintsteel,series,"Fine-loamy, mixed, active, frigid Oxyaquic Glossudalf",,,,,sampled as,Flintsteel,series,"Fine-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,
9,MI,MI131,Ontonagon,46,59,14.04,north,88,58,20.82,west,,,NAD27,SSL,Siskiwit,series,"Sandy, isotic, frigid Oxyaquic Haplorthod",,,,,sampled as,Siskiwit,series,"Coarse-loamy, mixed, frigid Alfic Oxyaquic Haplorthod",,,,
10,MI,MI131,Ontonagon,46,59,21.27,north,88,58,46.51,west,,,NAD27,SSL,Annalake,series,"Coarse-loamy, isotic, frigid Oxyaquic Haplorthod",,,,,sampled as,Annalake,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,
11,MI,MI131,Ontonagon,46,54,32.96,north,89,9,56,west,,,NAD27,SSL,Loggerhead,series,"Coarse-loamy over sandy or sandy-skeletal, aniso, isotic, frigid Alfic Haplorthod",,,,,sampled as,Loggerhead,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,
66,MI,MI131,Ontonagon,46,49,13,north,89,39,24,west,,,NAD27,SSL,Loggerhead,series,"Sandy over loamy, isotic over mixed, active, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Loggerhead,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,
67,MI,MI131,Ontonagon,,,,,,,,,,,,SSL,Arcadian,series,"Coarse-loamy, isotic, frigid Humic Eutrudept",,,,,sampled as,Arcadian,series,"Loamy-skeletal, mixed, active, frigid Lithic Dystrudept",,,,
68,MI,MI131,Ontonagon,46,48,20,north,89,41,44,west,,,,SSL,Flintsteel,series,"Fine-loamy, mixed, active, frigid Alfic Oxyaquic Haplorthod",field,Flintsteel,series,"Fine-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",sampled as,Flintsteel,series,"Fine-loamy, mixed, superactive, frigid Oxyaquic Haplorthod",,,,
69,MI,MI131,Ontonagon,46,45,32.2,north,89,42,27.2,west,,,NAD27,SSL,Porkies,series,"Coarse-loamy, isotic, frigid Oxyaquic Fragiorthod",,,,,sampled as,Porkies,series,"Loamy-skeletal, mixed, frigid Alfic Oxyaquic Fragiorthod",,,,
70,MI,MI131,Ontonagon,46,49,30,north,89,39,35,west,,,NAD27,SSL,Annalake,series,"Sandy, isotic, frigid Oxyaquic Haplorthod",,,,,sampled as,Annalake,series,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Haplorthod",,,,
71,MI,MI131,Ontonagon,46,49,5,north,89,41,19,west,,,NAD27,SSL,Porkies,series,"Coarse-loamy, isotic, frigid Pachic Argiudoll",,,,,sampled as,Porkies,,"Loamy-skeletal, mixed, frigid Alfic Oxyaquic Fragiorthod",,,,
72,MI,MI131,Ontonagon,46,48,24.22,north,89,45,39.19,west,,,,SSL,Loggerhead,series,"Coarse-loamy, mixed, superactive, frigid Fragic Haplorthod",,,,,sampled as,Loggerhead,series,"Coarse-loamy, mixed, superactive, frigid Fragic Haplorthod",,,,
74,MI,MI131,Ontonagon,46,48,9,north,89,46,0,west,,,NAD27,SSL,Peshekee,series,"Loamy, isotic, frigid Lithic Haplorthod",,,,,sampled as,Peshekee,series,"Loamy, mixed, semiactive, frigid Lithic Haplorthod",,,,
76,MI,MI131,Ontonagon,46,49,11.03,north,89,40,17.73,west,,,,SSL,Porkies,series,"Coarse-loamy, mixed, superactive, frigid Fragic Oxyaquic Hapludalf",,,,,sampled as,Porkies,series,"Loamy-skeletal, mixed, frigid Alfic Oxyaquic Fragiorthod",,,,
77,MI,MI131,Ontonagon,46,48,1.04,north,89,46,20.18,west,,,,SSL,Peshekee,series,"Loamy, isotic, frigid Lithic Dystrudept",,,,,sampled as,Peshekee,series,"Loamy, mixed, semiactive, frigid Lithic Haplorthod",,,,
78,MI,MI131,Ontonagon,46,48,6.02,north,89,46,8.54,west,,,,SSL,Michigamme,series,"Coarse-loamy, isotic, frigid Typic Haplorthod",,,,,sampled as,Michigamme,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,
79,MI,MI131,Ontonagon,46,41,31,north,89,48,21,west,,,NAD27,SSL,Wakefield,series,"Coarse-loamy, isotic, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Wakefield,series,"Coarse-loamy, mixed, frigid Alfic Oxyaquic Fragiorthod",,,,
80,MI,MI131,Ontonagon,46,42,26,north,89,47,25,west,,,NAD27,SSL,Wakefield,series,"Coarse-loamy, isotic, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Wakefield,series,"Coarse-loamy, mixed, frigid Alfic Oxyaquic Fragiorthod",,,,
81,MI,MI131,Ontonagon,46,50,30,north,89,16,35,west,,,NAD27,SSL,Loggerhead,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,,sampled as,Loggerhead,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,
82,MI,MI131,Ontonagon,46,41,49.76,north,89,49,31.21,west,,,NAD27,SSL,Gogebic,series,"Coarse-loamy, isotic, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Gogebic,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Fragiorthod",,,,
83,MI,MI131,Ontonagon,46,41,37,north,89,51,3,west,,,NAD27,SSL,Gogebic,series,"Coarse-loamy, isotic, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Gogebic,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,
84,MI,MI131,Ontonagon,46,42,16,north,89,51,36,west,,,NAD27,SSL,Flintsteel,series,"Coarse-loamy, mixed, active, frigid Oxyaquic Hapludalf",,,,,sampled as,Flintsteel,series,"Fine-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,
89,MI,MI131,Ontonagon,46,41,15,north,89,50,7,west,,,NAD27,SSL,Gogebic,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Gogebic,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Fragiorthod",,,,
90,MI,MI131,Ontonagon,46,41,33,north,89,50,2,west,,,NAD27,SSL,Gogebic,series,"Coarse-loamy, isotic, frigid Alfic Oxyaquic Fragiorthod",,,,,sampled as,Gogebic,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Fragiorthod",,,,
92,MI,MI131,Ontonagon,46,41,37.59,north,89,49,55.62,west,,,NAD27,SSL,Michigamme,series,"Coarse-loamy, isotic, frigid Typic Haplorthod",,,,,sampled as,Michigamme,series,"Coarse-loamy, mixed, superactive, frigid Typic Haplorthod",,,,
93,MI,MI131,Ontonagon,46,59,14.87,north,88,59,36.46,west,,,NAD27,SSL,Siskiwit,series,"Sandy, mixed, frigid Oxyaquic Haplorthod",,,,,sampled as,Siskiwit,series,"Sandy, mixed, frigid Alfic Oxyaquic Haplorthod",,,,
121,MI,MI153,Schoolcraft,45,59,9,north,86,14,29,west,,,,SSL,Beartown,series,"Mixed, frigid Mollic Psammaquent",,,,,sampled as,Beartown,series,"Sandy, mixed, frigid Mollic Fluvaquent",,,,
122,MI,MI153,Schoolcraft,46,6,4,north,86,12,42,west,,,,SSL,,,"Sandy, isotic, frigid Typic Haplorthod",,,,,sampled as,Stutts,series,"Sandy, mixed, frigid Typic Haplorthod",,,,
123,MI,MI153,Schoolcraft,46,6,14,north,86,9,16,west,,,,SSL,Hiawatha,series,"Mixed, frigid Typic Udipsamment",,,,,sampled as,Hiawatha,series,"Mixed, frigid Typic Udipsamment",,,,
124,MI,MI153,Schoolcraft,46,1,4,north,85,59,20,west,,,,SSL,Milakokia,series,"Coarse-loamy, mixed, active, frigid Argic Endoaquod",,,,,sampled as,Milakokia,series,"Coarse-loamy, mixed, frigid Argic Endoaquod",,,,
125,MI,MI153,Schoolcraft,46,2,3,north,85,59,6,west,,,,SSL,Minnow,series,"Coarse-loamy, mixed, active, frigid Aeric Endoaquept",,,,,sampled as,Minnow,series,"Coarse-loamy, mixed, active, nonacid, frigid Aeric Endoaquept",,,,
126,MI,MI153,Schoolcraft,46,3,5,north,85,56,14,west,,,,SSL,Gulliver,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Gulliver,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,
204,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,sampled as,Warsaw,series,,,,,
262,MI,MI053,Gogebic,46,23,4.42,north,89,43,48.09,west,,,,SSL,Bluebill,series,"Coarse-loamy, mixed, superactive, frigid Aquic Hapludalf",,,,,sampled as,Bluebill,series,,,,,
263,MI,MI053,Gogebic,46,23,58.52,north,89,50,53.14,west,,,,SSL,Foxpaw,series,"Coarse-loamy, isotic, frigid Typic Endoaquod",,,,,sampled as,Foxpaw,series,"Coarse-loamy, mixed, frigid Typic Endoaquod",,,,
264,MI,MI053,Gogebic,46,22,18.32,north,89,34,43.93,west,,,,SSL,Karlin,series,"Sandy, isotic, frigid Typic Haplorthod",,,,,sampled as,"Karlin, ""typic""",series,"Coarse-loamy over sandy or sandy-skeletal, mixed, frigid Typic Haplorthod",,,,
255,MI,MI053,Gogebic,46,39,5.42,north,90,0,11.41,west,,,NAD27,SSL,Crystal Lake,series,"Fine-silty over sandy or sandy-skeletal, mixed, superactive, frigid Oxyaquic Hapludalf",,,,,sampled as,Crystal Lake,series,Frigid Oxyaquic Glossudalf,,,,
256,MI,MI053,Gogebic,46,31,27.18,north,89,46,40,west,,,,SSL,Ethelwood,series,"Sandy, isotic, frigid Aquic Haplorthod",,,,,sampled as,Ethelwood,series,"Sandy, mixed, frigid Aquic Haplorthod",,,,
257,MI,MI053,Gogebic,46,31,52.82,north,89,47,26.3,west,,,,SSL,Thomaston,series,"Sandy over clayey, mixed, active, frigid Aqualfic Haplorthod",,,,,sampled as,Thomaston,series,"Fine-loamy, mixed, frigid Aqualfic Haplorthod",,,,
258,MI,MI053,Gogebic,46,39,48,north,89,58,57,west,,,,,,,,,,,,sampled as,Flintsteel,series,Frigid Oxyaquic Glossudalf,,,,
265,MI,MI053,Gogebic,46,34,1.8,north,90,8,53.39,west,,,,SSL,Amasa,series,"Coarse-loamy over sandy or sandy-skeletal, isotic, frigid Typic Haplorthod",,,,,sampled as,Amasa,series,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Typic Haplorthod",,,,
266,MI,MI053,Gogebic,46,31,42.68,north,90,13,8.54,west,,,,,,,,,,,,sampled as,Wakefield,series,"Coarse-loamy, mixed, frigid Alfic Fragiorthod",,,,
259,MI,MI053,Gogebic,46,22,1.86,north,89,27,56.16,west,,,,SSL,Icehouse,series,"Coarse-loamy, mixed, superactive, frigid Typic Endoaquept",,,,,sampled as,Icehouse,series,"Coarse-loamy, mixed, nonacid, frigid Typic Endoaquept",,,,
260,MI,MI053,Gogebic,46,31,35.57,north,89,49,16.39,west,,,,SSL,Pleine,series,"Coarse-loamy, mixed, superactive, nonacid, frigid Histic Humaquept",,,,,sampled as,Pleine,series,"Coarse-loamy, mixed, superactive, nonacid, frigid Histic Humaquept",,,,
261,MI,MI053,Gogebic,46,34,28.03,north,90,23,2.14,west,,,,,,,,,,,,sampled as,Flintsteel,series,Frigid Oxyaquic Glossudalf,,,,
289,WI,WI099,Price,45,34,15,north,90,3,32,west,,,NAD27,SSL,Magnor,series,"Coarse-loamy, mixed, superactive, frigid Typic Fragiudept",,,,,sampled as,Magnor,series,"Coarse-loamy, mixed, superactive, frigid Aquic Glossudalf",,,,
296,WI,WI099,Price,45,34,4,north,90,3,26,west,,,NAD27,SSL,Magnor,series,"Coarse-loamy, mixed, superactive, frigid Typic Fragiudept",,,,,sampled as,Magnor,series,"Coarse-loamy, mixed, superactive, frigid Aquic Glossudalf",,,,
301,WI,WI099,Price,45,30,37,north,90,4,45,west,,,NAD27,SSL,Goodwit,series,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Oxyaquic Haplorthod",,,,,sampled as,Goodwit,series,"Coarse-loamy, mixed, frigid Oxyaquic Haplorthod",,,,
302,WI,WI099,Price,45,30,41,north,90,4,36,west,,,NAD27,SSL,Newot,series,"Coarse-loamy, mixed, superactive, frigid Fragic Haplorthod",,,,,sampled as,Newot,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,
306,WI,WI113,Sawyer,46,8,55,north,91,30,24,west,,,NAD27,SSL,Goodwit Variant,taxadjunct,"Coarse-loamy, isotic, frigid Fragiaquic Haplorthod",,,,,sampled as,Goodwit Variant,taxadjunct,"Coarse-loamy, mixed, superactive, frigid Alfic Epiaquod",,,,
307,WI,WI113,Sawyer,46,8,55,north,91,30,24,west,,,NAD27,SSL,Wozny,series,"Coarse-loamy, mixed, superactive, frigid Umbric Epiaqualf",,,,,sampled as,Wozny,series,"Coarse-loamy, mixed, superactive, frigid Typic Epiaqualf",,,,
308,WI,WI113,Sawyer,46,8,55,north,91,30,24,west,,,NAD27,SSL,Mudlake Variant,taxadjunct,"Coarse-loamy, mixed, superactive, frigid Argic Fragiaquod",,,,,sampled as,Mudlake Variant,taxadjunct,"Coarse-loamy, mixed, superactive, frigid Alfic Epiaquod",,,,
309,WI,WI113,Sawyer,46,8,56,north,91,28,35,west,,,NAD27,SSL,Wozny,series,"Coarse-loamy, mixed, superactive, frigid Aeric Fragic Epiaqualf",,,,,sampled as,Wozny,series,"Coarse-loamy, mixed, superactive, frigid Typic Epiaqualf",,,,
312,WI,WI129,Washburn,46,3,15,north,91,37,32,west,,,NAD27,SSL,Stinnett,series,"Coarse-loamy, mixed, superactive, frigid Aquic Glossudalf",,,,,sampled as,Hatley,series,"Coarse-loamy, mixed, superactive, frigid Aquic Glossudalf",,,,
313,WI,WI129,Washburn,46,3,39,north,91,37,45,west,,,NAD27,SSL,Frogcreek,series,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,,sampled as,Frogcreek,series,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,
314,WI,WI129,Washburn,46,3,33,north,91,37,46,west,,,NAD27,SSL,Chittamo,series,"Coarse-loamy, mixed, superactive, frigid Dystric Eutrudept",,,,,sampled as,Kennan,series,"Coarse-loamy, mixed, superactive, frigid Haplic Glossudalf",,,,
315,WI,WI129,Washburn,46,4,34,north,91,37,36,west,,,NAD27,SSL,Wozny,series,"Coarse-loamy, mixed, superactive, frigid Aeric Umbric Endoaqualf",,,,,sampled as,Wozny,series,"Coarse-loamy, mixed, superactive, frigid Typic Epiaqualf",,,,
316,WI,WI129,Washburn,46,8,25,north,91,39,14,west,,,NAD27,SSL,Frogcreek,series,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,,sampled as,Frogcreek,series,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,
317,WI,WI129,Washburn,46,4,33,north,91,37,34,west,,,NAD27,SSL,Stinnett,series,"Coarse-loamy, mixed, superactive, frigid Aquic Glossudalf",,,,,sampled as,Hatley,series,"Coarse-loamy, mixed, superactive, frigid Aquic Glossudalf",,,,
318,WI,WI129,Washburn,46,4,33,north,91,37,36,west,,,NAD27,SSL,Frogcreek,series,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,,sampled as,Frogcreek,series,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,
392,MI,MI083,Keweenaw,47,25,41,north,87,48,31,west,,,NAD27,SSL,Laclabelle,series,"Sandy-skeletal, isotic, frigid Typic Fragiorthod",,,,,sampled as,Laclabelle,series,"Sandy-skeletal, mixed, frigid Alfic Fragiorthod",,,,
607,IA,IA095,Iowa,41,48,48,north,91,59,20,west,,,NAD83,,,,,,,,,sampled as,FAYETTE,series,,,,,
609,IA,IA095,Iowa,41,48,48,north,91,59,20,west,,,NAD83,,,,,,,,,sampled as,FAYETTE,series,,,,,
610,IA,IA095,Iowa,41,48,48,north,91,59,20,west,,,NAD83,,,,,,,,,sampled as,FAYETTE,series,,,,,
611,IA,IA095,Iowa,41,48,48,north,91,59,20,west,,,NAD83,,,,,,,,,sampled as,FAYETTE,series,,,,,
685,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,sampled as,GESSIE,series,"Fine-loamy, mixed, calcareous, mesic Typic Udifluvent",,,,
692,IL,IL021,Christian,,,,,,,,,,,,,,,,,,,,sampled as,Virden,series,"Fine, mixed, mesic Vertic Argiaquoll",,,,
741,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,IN,IN061,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,OH,OH129,Pickaway,39,34,49.1,north,82,59,12.7,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
814,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
815,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
816,OH,OH129,Pickaway,39,34,49.3,north,82,59,12.5,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
817,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
818,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
830,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
832,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
833,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
834,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
835,OH,OH129,Pickaway,39,34,44.3,north,82,59,14.6,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
836,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
837,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
838,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
839,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
840,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
841,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
842,OH,OH129,Pickaway,39,34,43.7,north,82,59,14.9,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
843,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
844,OH,,,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1185,MI,MI095,Luce,46,14,57,north,85,31,22,west,,,NAD27,SSL,Kaks,series,"Coarse-loamy, mixed, active, frigid Typic Hapludoll",,,,,sampled as,Kaks,series,"Coarse-loamy, mixed, active, frigid Typic Haplorthod",,,,
1186,MI,MI095,Luce,46,31,31,north,85,50,17,west,,,NAD27,SSL,Dillingham,series,"Sandy, isotic, frigid Typic Fragiorthod",,,,,sampled as,Dillingham,series,"Sandy, mixed, frigid Typic Fragiorthod",,,,
1187,MI,MI095,Luce,46,19,43,north,85,41,39,west,,,NAD27,SSL,Mcmillan,series,"Sandy, mixed, frigid Lamellic Haplorthod",,,,,sampled as,Mcmillan,series,"Sandy, mixed, frigid Lamellic Haplorthod",,,,
1227,IN,IN179,Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,IA,IA015,Boone,42,0,49.4,north,93,43,45.9,west,,,,,,,,,,,,sampled as,WEBSTER,series,,,,,
1279,MI,MI101,Manistee,44,16,15,north,86,13,2,west,,,NAD83,,,,,,,,,sampled as,Milarch,series,"Fine-loamy over sandy or sandy-skeletal, mixed, active, mesic Oxyaquic Glossudalf",,,,
1280,MI,MI101,Manistee,44,16,16,north,86,13,2,west,,,NAD83,,,,,,,,,sampled as,Skocelas,series,"Coarse-loamy, mixed, active, mesic Oxyaquic Glossudalf",,,,
1393,MI,MI095,Luce,46,32,50,north,85,19,26,west,,,NAD27,,,,,,,,,sampled as,Annanais,series,"Coarse-loamy, mixed, active, frigid Typic Endoaquod",,,,
1432,OH,OH129,Pickaway,39,38,7.05,north,82,58,6.75,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1433,OH,OH129,Pickaway,39,38,7.05,north,82,58,6.75,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1434,OH,OH129,Pickaway,39,38,7.05,north,82,58,6.75,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1435,OH,OH129,Pickaway,39,38,7.05,north,82,58,6.75,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1436,OH,OH129,Pickaway,39,38,7.05,north,82,58,6.75,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1437,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1438,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1440,OH,OH129,Pickaway,39,38,7.05,north,82,58,8.88,west,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1441,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,sampled as,WARSAW,series,,,,,
1442,OH,OH129,Pickaway,39,37,0.4,north,83,0,0.01,west,,,,,,,,,,,,sampled as,ROSS,series,,,,,
1443,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,sampled as,ROSS,series,,,,,
1445,OH,OH129,Pickaway,39,37,0.28,north,82,59,0.58,west,,,,,,,,,,,,sampled as,ROSS,series,,,,,
1446,OH,OH129,Pickaway,39,37,0.28,north,82,59,0.01,west,,,,,,,,,,,,sampled as,MIAMIAN,series,,,,,
1447,OH,OH129,Pickaway,39,37,0.38,north,82,58,0.74,west,,,,,,,,,,,,sampled as,MIAMIAN,series,,,,,
1449,OH,OH129,Pickaway,39,37,0.37,north,82,58,0.74,west,,,,,,,,,,,,sampled as,MIAMIAN,series,,,,,
1450,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,MI,MI131,Ontonagon,46,46,2.13,north,89,52,55.93,west,,,NAD27,SSL,Ubly,series,"Sandy over loamy, isotic over mixed, active, frigid Alfic Haplorthod",,,,,sampled as,Simar,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,
1471,MI,MI131,Ontonagon,46,59,3,north,88,56,5,west,,,NAD27,SSL,SND,taxon above family,"Fine-loamy, mixed, active, frigid Oxyaquic Paleudalf",,,,,sampled as,SND,family,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,
1472,MI,MI131,Ontonagon,46,59,5.12,north,88,56,25.36,west,,,NAD27,SSL,Annalake,series,"Coarse-loamy, mixed, active, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Annalake,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,
1473,MI,MI131,Ontonagon,46,56,57.49,north,88,57,42.97,west,,,NAD27,SSL,Garlic,series,"Sandy, isotic, frigid, ortstein Typic Haplorthod",,,,,sampled as,Garlic,series,"Sandy, mixed, frigid, ortstein Typic Haplorthod",,,,
1474,MI,MI131,Ontonagon,46,46,6,north,88,56,55,west,,,NAD27,SSL,Liminga,series,"Sandy, isotic, frigid Typic Haplorthod",,,,,sampled as,Liminga,series,"Sandy, mixed, frigid Typic Haplorthod",,,,
1475,MI,MI131,Ontonagon,46,46,52,north,88,56,31,west,,,NAD27,SSL,Ubly,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,,sampled as,Simar,series,"Coarse-loamy, mixed, active, frigid Alfic Haplorthod",,,,
1477,MI,MI131,Ontonagon,46,33,41,north,89,9,18,west,,,NAD27,SSL,Froberg,taxadjunct,"Clayey over loamy, mixed, semiactive, frigid Typic Hapludalf",,,,,sampled as,Froberg,taxadjunct,"Coarse-loamy, mixed, active, frigid Glossic Hapludalf",,,,
1478,MI,MI131,Ontonagon,46,33,41,north,89,9,8,west,,,NAD27,SSL,SND,taxon above family,"Clayey over loamy, mixed, semiactive Aquic Hapludalf",,,,,sampled as,SND,miscellaneous area,"Fine, mixed, superactive, frigid Aquic Hapludalf",,,,
1479,MI,MI131,Ontonagon,46,47,47,north,88,56,12,west,,,NAD27,SSL,Neconish,series,"Sandy, isotic, frigid Oxyaquic Haplorthod",,,,,sampled as,Neconish,series,"Sandy, isotic, frigid Oxyaquic Haplorthod",,,,
1480,MI,MI131,Ontonagon,46,33,51,north,89,8,34,west,,,NAD27,SSL,Amnicon,series,"Very-fine, mixed, semiactive, frigid Oxyaquic Vertic Hapludalf",,,,,sampled as,Amnicon,series,"Very-fine, mixed, active, frigid Oxyaquic Vertic Glossudalf",,,,
1481,MI,MI131,Ontonagon,46,35,27,north,89,10,38,west,,,NAD27,SSL,Amnicon,series,"Very-fine, mixed, semiactive, frigid Oxyaquic Vertic Hapludalf",,,,,sampled as,Amnicon,series,"Very-fine, frigid Aeric Glossaqualf",,,,
1482,MI,MI131,Ontonagon,46,32,53,north,89,7,6,west,,,NAD27,SSL,Bergland,taxadjunct,"Very-fine, mixed, semiactive, frigid Aeric Chromic Vertic Epiaqualf",,,,,sampled as,Bergland,taxadjunct,"Very-fine, mixed, semiactive, frigid Aeric Epiaqualf",,,,
